SchoolName,COUNTA of Level,School Type,Jewish,Catholic,Religious,Student Teacher Ratio,Students
"P.S. 138, ESPERANZA PREPARATORY ACADEMY, TAG YOUNG SCHOLARS",0,0,0,0,0,9.1500000,498.0
P.S. 139 ALEXINE A. FENTY,2,0,0,0,0,13.5900000,729.0
P.S. 143 LOUIS ARMSTRONG,2,0,0,0,0,13.5500000,1436.0
P.S. 144 COL JEROMUS REMSEN,2,0,0,0,0,18.8600000,830.0
"P.S. 145, THE BLOOMINGDALE SCHOOL, WEST PREP ACADEMY",2,0,0,0,0,6.7200000,168.0
P.S. 146 HOWARD BEACH,2,0,0,0,0,12.7400000,526.0
P.S. 149 CHRISTA MCAULIFFE,2,0,0,0,0,12.6000000,767.0
P.S. 150 CHARLES JAMES FOX,2,0,0,0,0,13.9500000,513.0
P.S. 151 MARY D. CARTER,1,0,0,0,0,11.5800000,311.0
"P.S. 155 WILLIAM PACA, P811M AT M155, RENAISSANCE SCHOOL OF THE ARTS",2,0,0,0,0,6.9500000,151.0
"P.S. 156 LAURELTON, QUEENS UNITED MIDDLE SCHOOL",1,0,0,0,0,11.6700000,191.0
"P.S. 160 WALT DISNEY, THE EQUALITY CHARTER SCHOOL, P168X @ PS 160 WALT DISNEY",0,0,0,0,0,10.4200000,615.0
P.S. 160 WALTER FRANCIS BISHOP,4,0,0,0,0,16.0200000,600.0
P.S. 160 WILLIAM T. SAMPSON,0,0,0,0,0,11.6700000,941.0
P.S. 161 PEDRO ALBIZU CAMPOS,2,0,0,0,0,8.0000000,493.0
P.S. 162 JOHN GOLDEN,0,0,0,0,0,14.8600000,518.0
P.S. 163 ALFRED E. SMITH,0,0,0,0,0,10.4800000,409.0
P.S. 163 FLUSHING HEIGHTS,0,0,0,0,0,16.6900000,780.0
P.S. 164 QUEENS VALLEY,0,0,0,0,0,11.1300000,526.0
P.S. 165 EDITH K. BERGTRAUM,0,0,0,0,0,8.0100000,641.0
"P.S. 165 ROBERT E. SIMON, MOTT HALL II",3,0,0,0,0,11.9400000,359.0
P.S. 166 HENRY GRADSTEIN,0,0,0,0,0,15.4000000,775.0
"P.S. 169 BAY TERRACE, BELL ACADEMY",0,0,0,0,0,13.3800000,348.0
P.S. 169 SUNSET PARK,3,0,0,0,0,9.9700000,934.0
P.S. 171 PATRICK HENRY,1,0,0,0,0,17.5500000,762.0
P.S. 171 PETER G. VAN ALST,1,0,0,0,0,11.8300000,394.0
P.S. 172 BEACON SCHOOL OF EXCELLENCE,3,0,0,0,0,10.7000000,460.0
P.S. 173 FRESH MEADOWS,1,0,0,0,0,15.2300000,929.0
P.S. 174 WILLIAM SIDNEY MOUNT,0,0,0,0,0,13.7900000,538.0
P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,2,0,0,0,0,16.1400000,660.0
P.S. 176 CAMBRIA HEIGHTS,0,0,0,0,0,19.3400000,619.0
P.S. 176 OVINGTON,2,0,0,0,0,16.1400000,1111.0
P.S. 177 THE MARLBORO,1,0,0,0,0,15.1800000,869.0
P.S. 179 KENSINGTON,2,0,0,0,0,13.3100000,668.0
"P.S. 179, P.S. 352X @ PS 179X, YOUNG LEADERS ELEMENTARY SCHOOL",0,0,0,0,0,9.9400000,213.0
P.S. 180 HUGO NEWMAN,1,0,0,0,0,9.8000000,338.0
P.S. 181 BROOKFIELD,0,0,0,0,0,9.3600000,301.0
P.S. 183 DR. RICHARD R. GREEN,4,0,0,0,0,10.2300000,448.0
P.S. 183 ROBERT L. STEVENSON,1,0,0,0,0,15.5600000,498.0
P.S. 184 FLUSHING MANOR,2,0,0,0,0,14.4800000,479.0
P.S. 184M SHUANG WEN,2,0,0,0,0,15.3300000,736.0
P.S. 185 WALTER KASSENBROCK,2,0,0,0,0,15.7500000,576.0
"P.S. 185, M226 @ P208M, HARLEM LINK CHARTER SCHOOL",2,0,0,0,0,19.1600000,364.0
"P.S. 186 CASTLEWOOD, PS 224",0,0,0,0,0,6.5200000,450.0
P.S. 186 DR. IRVING A GLADSTONE,1,0,0,0,0,13.1700000,999.0
P.S. 188 KINGSBURY,1,0,0,0,0,17.9500000,676.0
"P.S. 191 MAYFLOWER, PS 993",2,0,0,0,0,5.5300000,664.0
"P.S. 192 JACOB H. SCHIFF, HAMILTON GRANGE MIDDLE SCHOOL",1,0,0,0,0,8.4300000,311.0
P.S. 193 ALFRED J. KENNEDY,1,0,0,0,0,12.8900000,550.0
P.S. 193 GIL HODGES,0,0,0,0,0,14.3100000,480.0
"P.S. 194 COUNTEE CULLEN, HARLEM VILLAGE ACADEMY CHARTER SCHOOL",1,0,0,0,0,9.4300000,302.0
P.S. 194 RAOUL WALLENBERG,0,0,0,0,0,13.2600000,509.0
P.S. 195 WILLIAM HABERLE,2,0,0,0,0,17.2000000,344.0
P.S. 196 GRAND CENTRAL PARKWAY,0,0,0,0,0,15.8400000,787.0
P.S. 197 - THE KINGS HIGHWAY ACADEMY,0,0,0,0,0,14.8400000,963.0
"P.S. 197 JOHN B. RUSSWURM, DEMOCRACY PREPARATORY CHARTER SCHOOL",3,0,0,0,0,10.2100000,603.0
P.S. 197 THE OCEAN SCHOOL,2,0,0,0,0,13.4100000,407.0
P.S. 199 JESSIE ISADOR STRAUS,1,0,0,0,0,13.5100000,538.0
P.S. 199 MAURICE A. FITZGERALD,2,0,0,0,0,12.9500000,531.0
P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,1,0,0,0,0,13.2600000,395.0
P.S. 203 OAKLAND GARDENS,0,0,0,0,0,15.5900000,774.0
P.S. 204 VINCE LOMBARDI,0,0,0,0,0,16.5400000,1005.0
P.S. 205 CLARION,0,0,0,0,0,13.6200000,1156.0
P.S. 205 FIORELLO LAGUARDIA,0,0,0,0,0,10.8200000,596.0
P.S. 205 FIORELLO LAGUARDIA,0,0,0,0,0,10.8200000,596.0
P.S. 206 JOSEPH F LAMB,4,0,0,0,0,12.5700000,1512.0
P.S. 206 THE HORACE HARDING SCHOOL,0,0,0,0,0,13.2200000,500.0
P.S. 207 ELIZABETH G. LEARY,0,0,0,0,0,14.6900000,896.0
P.S. 207 ROCKWOOD PARK,0,0,0,0,0,10.6300000,642.0
P.S. 209 MARGARET MEAD,2,0,0,0,0,14.8400000,729.0
P.S. 212 LADY DEBORAH MOODY,0,0,0,0,0,14.4300000,586.0
"P.S. 212 MIDTOWN WEST, PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",2,0,0,0,0,14.7900000,532.0
P.S. 214 CADWALLADER COLDEN,0,0,0,0,0,13.1600000,340.0
"P.S. 214, EMOLIOR ACADEMY",2,0,0,0,0,12.0600000,373.0
P.S. 216 ARTURO TOSCANINI,1,0,0,0,0,15.3300000,690.0
P.S. 217 COLONEL DAVID MARCUS SCHOOL,0,0,0,0,0,13.3600000,876.0
P.S. 219 PAUL KLAPPER,0,0,0,0,0,9.4900000,594.0
P.S. 220 EDWARD MANDEL,6,0,0,0,0,13.9300000,571.0
P.S. 221 THE NORTH HILLS SCHOOL,1,0,0,0,0,14.4800000,543.0
P.S. 222 KATHERINE R. SNYDER,0,0,0,0,0,11.3400000,673.0
P.S. 226 ALFRED DE B. MASON,0,0,0,0,0,12.1600000,910.0
P.S. 229 EMANUEL KAPLAN,0,0,0,0,0,17.0100000,1114.0
P.S. 230 DORIS L. COHEN,2,0,0,0,0,13.4600000,969.0
P.S. 230 DORIS L. COHEN,2,0,0,0,0,13.4600000,969.0
P.S. 232 LINDENWOOD,0,0,0,0,0,15.3500000,805.0
"P.S. 234, ACADEMY FOR NEW AMERICANS",1,0,0,0,0,11.6000000,116.0
P.S. 235 JANICE MARIE KNIGHT SCHOOL,2,0,0,0,0,15.3500000,952.0
P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,2,0,0,0,0,12.5000000,308.0
"P.S. 242 THE YOUNG DIPLOMATS MAGNET ACADEMY, FUTURE LEADERS INSTITUTE CHARTER SCHOOL",3,0,0,0,0,15.8400000,301.0
"P.S. 244 RICHARD R. GREEN, BROOKLYN SCIENCE AND ENGINEERING ACADEMY",0,0,0,0,0,10.6600000,350.0
P.S. 249 THE CATON,2,0,0,0,0,13.9200000,710.0
P.S. 251 PAERDEGAT,0,0,0,0,0,10.6800000,306.0
P.S. 254 DAG HAMMARSKJOLD,1,0,0,0,0,15.3800000,655.0
P.S. 255 BARBARA REING SCHOOL,4,0,0,0,0,12.5800000,801.0
P.S. 268 EMMA LAZARUS,0,0,0,0,0,10.3100000,236.0
P.S. 272 CURTIS ESTABROOK,1,0,0,0,0,10.9100000,349.0
P.S. 276 LOUIS MARSHALL,0,0,0,0,0,17.5800000,522.0
P.S. 282 PARK SLOPE,0,0,0,0,0,13.6400000,496.0
P.S. 288 THE SHIRLEY TANYHILL,4,0,0,0,0,10.9700000,518.0
P.S. 290 MANHATTAN NEW SCHOOL,5,0,0,0,0,16.3700000,437.0
"P.S. 295, NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS",0,0,0,0,0,14.5200000,530.0
P.S. 310 MARBLE HILL,3,0,0,0,0,11.8000000,453.0
P.S. 312 BERGEN BEACH,2,0,0,0,0,15.7900000,620.0
P.S. 321 WILLIAM PENN,0,0,0,0,0,15.2000000,1216.0
P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,0,0,0,0,0,10.9000000,434.0
P.S. 371 - LILLIAN L. RASHKIS,0,0,0,0,0,6.7400000,209.0
"P.S. 371 @ TELECOMMUNICATIONS, LYFE [BABIES], HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY",1,0,0,0,0,12.2300000,1273.0
P.S. 373 BROOKLYN TRANSITION CENTER,3,0,0,0,0,5.3600000,418.0
P.S. 112 BRONXWOOD,0,0,0,0,0,11.0800000,393.0
P.S. 399 STANLEY EUGENE CLARK,1,0,0,0,0,9.5600000,131.0
P.S. 39 FRANCIS J. MURPHY JR.,0,0,0,0,0,12.3700000,472.0
P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,0,0,0,0,0,13.1100000,376.0
"P.S. 66, P771K @ PS 66",0,0,0,0,0,11.6100000,568.0
P.S. 69 VINCENT D. GRIPPO SCHOOL,0,0,0,0,0,13.2500000,608.0
P.S. 8 SHIRLEE SOLOMON,1,0,0,0,0,19.2300000,536.0
P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,1,0,0,0,0,11.4700000,584.0
P.S. 90 EDNA COHEN SCHOOL,2,0,0,0,0,16.5500000,506.0
P.S. 97 THE HIGHLAWN,3,0,0,0,0,13.6200000,849.0
P.S. K369  - COY L. COX SCHOOL,1,0,0,0,0,5.3600000,487.0
P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,0,0,0,0,0,6.3300000,454.0
P.S. M721 @ PS 138X,1,0,0,0,0,5.4400000,685.0
P.S. M721 @ PS 138X,1,0,0,0,0,10.1500000,414.0
"P.S. Q004, THE GORDON PARKS SCHOOL",3,0,0,0,0,15.1900000,653.0
"P.S. Q177, MARTIN VAN BUREN HIGH SCHOOL, BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH)",4,0,0,0,0,14.1900000,511.0
P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SCHOOL,0,0,0,0,0,12.4300000,207.0
P.S. X014 SENATOR JOHN CALANDRA,0,0,0,0,0,16.7300000,619.0
P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,0,0,0,0,0,10.6800000,456.0
P.S./ IS 178 HOLLISWOOD,0,0,0,0,0,10.3000000,513.0
P.S./I.S. 104 THE FORT HAMILTON SCHOOL,0,0,0,0,0,15.8800000,1103.0
P.S./I.S. 104 THE FORT HAMILTON SCHOOL,0,0,0,0,0,15.8800000,1103.0
P.S./I.S. 187 HUDSON CLIFFS,0,0,0,0,0,13.4300000,759.0
"P.S./M.S. 031 THE WILLIAM LLOYD GARRISON, KIPP ACADEMY CHARTER SCHOOL, P.S. X168",0,0,0,0,0,7.6000000,1132.0
"P168X @ PS 194X, PS/MS 194",0,0,0,0,0,11.4400000,1105.0
"P186X AT X973, EAST BRONX ACADEMY FOR THE FUTURE",2,0,0,0,0,10.1500000,612.0
"P231K @ PS 264K, P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS",2,0,0,0,0,12.1600000,387.0
"P233Q AT Q335, PS 377",0,0,0,0,0,18.8100000,495.0
"P277Q @ Q311, CORONA ARTS AND SCIENCES ACADEMY",0,0,0,0,0,9.4900000,740.0
"P277Q @ Q314, MS 358, THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE",2,0,0,0,0,17.9400000,585.0
"P277Q AT Q485, P2G AT GROVER CLEVELAND HS, GROVER CLEVELAND HIGH SCHOOL",4,0,0,0,0,12.8800000,1459.0
P723X @ PS 927,0,0,0,0,0,5.5300000,664.0
PARK EAST HIGH SCHOOL,2,0,0,0,0,9.3700000,383.0
"PIONEER ACADEMY, P.S. Q255",0,0,0,0,0,12.6800000,733.0
PORT RICHMOND HIGH SCHOOL,0,0,0,0,0,12.3300000,1693.0
"PROFESSOR JUAN BOSCH PUBLIC SCHOOL, PROFESSOR JUAN BOSCH PUBLIC SCHOOL",0,0,0,0,0,7.6200000,231.0
PROVIDING URBAN LEARNERS SUCCESS IN,0,0,0,0,0,9.5700000,134.0
PS 007 LOUIS F. SIMEONE ANNEX,2,0,0,0,0,15.0000000,1200.0
"PS 110, P277Q @ Q315",2,0,0,0,0,12.1500000,864.0
PS 112 LEFFERTS PARK ANNEX,1,0,0,0,0,14.1900000,728.0
PS 149 DANNY KAYE ANNEX,0,0,0,0,0,14.4700000,479.0
PS 188 KINGSBURY ANNEX,1,0,0,0,0,17.9500000,676.0
PS 226 ANNEX,0,0,0,0,0,5.4900000,280.0
PS 226 ANNEX,0,0,0,0,0,12.5100000,336.0
"PS 235 JANICE MARIE KNIGHT SCHOOL ANNEX, OLYMPUS ACADEMY",0,0,0,0,0,6.4000000,107.0
PS 376,1,0,0,0,0,12.4200000,488.0
PS 376,1,0,0,0,0,13.5800000,473.0
PS 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,1,0,0,0,0,13.1300000,407.0
PS 583,1,0,0,0,0,14.8800000,416.0
PS 94 ANNEX,0,0,0,0,0,5.5300000,664.0
PS/IS 116 WILLIAM C. HUGHLEY,3,0,0,0,0,15.1800000,814.0
"PS/IS 78Q, THE RIVERVIEW SCHOOL @ Q312",0,0,0,0,0,15.4300000,725.0
"PS/MS 147 RONALD MCNAIR, P811Q @ PS/MS 147",4,0,0,0,0,9.7100000,413.0
"PS0222/PS705 EXPLORE EXCEED CHARTER SCHOOL, BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL",0,0,0,0,0,10.4000000,275.0
Q152 - P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,0,0,0,0,0,14.2100000,682.0
QUEENS ACADEMY HIGH SCHOOL,0,0,0,0,0,9.4700000,285.0
QUEENS EXPLORERS ELEMENTARY SCHOOL,0,0,0,0,0,14.6300000,395.0
"QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL, QUEENS TRANSITION CENTER",3,0,0,0,0,13.9200000,671.0
QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,0,0,0,0,0,17.4100000,520.0
"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES, P.S. Q811",0,0,0,0,0,11.4100000,868.0
"QUEENS PREPARATORY ACADEMY, EXCELSIOR PREPARATORY HIGH SCHOOL, GEORGE WASHINGTON CARVER HIGH SCHOOL",4,0,0,0,0,15.7900000,446.0
RALPH A. FABRIZIO SCHOOL,0,0,0,0,0,14.2400000,878.0
REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,0,0,0,0,0,11.0800000,229.0
"RICHMOND HILL HIGH SCHOOL, P2G AT RICHMOND HILL HIGH SCHOOL",2,0,0,0,0,13.2600000,1637.0
"RIVER EAST ELEMENTARY, HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL, HARLEM VILLAGE ACAD. LEADER",3,0,0,0,0,10.6700000,224.0
ROBERT E. PEARY SCHOOL,0,0,0,0,0,5.7700000,572.0
ROBERT E. PEARY SCHOOL,0,0,0,0,0,5.7700000,572.0
ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,0,0,0,0,0,14.4800000,574.0
"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",5,0,0,0,0,13.9400000,611.0
SATELLITE ACADEMY HIGH SCHOOL,0,0,0,0,0,10.7900000,122.0
"SCHOOL FOR GLOBAL LEADERS, RESTART ACADEMY@  LOWER EAST SIDE PREPARATORY, LOWER EAST SIDE PREPARATOR",2,0,0,0,0,7.9300000,151.0
"SCHOOL OF SCIENCE & TECHNOLOGY, P.S. K315",0,0,0,0,0,9.5900000,490.0
"SCHOOL OF THE FUTURE HIGH SCHOOL, P226M AT M660",0,0,0,0,0,11.8800000,730.0
SCIENCE SKILLS CENTER HIGH SCHOOL,0,0,0,0,0,13.3300000,505.0
"SECONDARY SCHOOL FOR LAW, CYBERARTS STUDIO ACADEMY, PARK SLOPE COLLEGIATE, MILLENNIUM BROOKLYN HS, A",0,0,0,0,0,10.4500000,298.0
"SIXTH AVENUE ELEMENTARY SCHOOL, P094M @ M340",2,0,0,0,0,13.7300000,319.0
SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,0,0,0,0,0,5.1300000,548.0
SPECIAL MUSIC SCHOOL,0,0,0,0,0,10.5800000,295.0
"STEM INSTITUTE OF MANHATTAN, THE OPPORTUNITY CHARTER SCHOOL, HARLEM SUCCESS ACADEMY 4 CHARTER SCHOOL",1,0,0,0,0,10.5200000,379.0
SUCCESS ACADEMY CHARTER EAST FLATBUSH MIDDLE SCHOOL,3,0,0,0,0,†,560.0
SUNSET PARK AVENUES ELEMENTARY SCHOO,0,0,0,0,0,12.2200000,349.0
"SUNSET PARK HIGH SCHOOL, P.S. 371 @ SUNSET PARK H.S.",0,0,0,0,0,12.6600000,1418.0
SUSAN E. WAGNER HIGH SCHOOL,0,0,0,0,0,15.5900000,2916.0
TEACHERS COLLEGE COMMUNITY SCHOOL ANNEX,0,0,0,0,0,14.6100000,326.0
THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,0,0,0,0,0,17.4800000,472.0
"THE ACADEMY OF TALENTED SCHOLARS, P.S. 370, BROOKLYN SCHOOL OF INQUIRY",0,0,0,0,0,15.8600000,474.0
THE ACTIVE LEARNING ELEMENTARY SCHOOL,0,0,0,0,0,15.6400000,438.0
"THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL, P721M AT M047",0,0,0,0,0,6.0600000,202.0
THE BELLAIRE SCHOOL,2,0,0,0,0,15.3700000,746.0
THE CHILDREN'S LAB SCHOOL,0,0,0,0,0,10.7400000,446.0
THE CHRISTA MCAULIFFE SCHOOL- I.S. 187,2,0,0,0,0,16.1900000,928.0
THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND ANNEX,0,0,0,0,0,5.8700000,285.0
THE HIGHBRIDGE GREEN SCHOOL,0,0,0,0,0,10.1900000,377.0
THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY,0,0,0,0,0,15.8800000,456.0
THE LEXINGTON ACADEMY,1,0,0,0,0,11.2400000,501.0
THE MAURICE SENDAK COMMUNITY SCHOOL,2,0,0,0,0,13.3500000,211.0
"THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM, THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND",2,0,0,0,0,11.1800000,623.0
"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY, P.S. Q993",3,0,0,0,0,14.1600000,483.0
THE RICHARD H. HUNGERFORD SCHOOL,0,0,0,0,0,6.5500000,460.0
THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,0,0,0,0,0,10.6600000,437.0
THE RIVERVIEW SCHOOL,0,0,0,0,0,6.0300000,663.0
"THE RIVERVIEW SCHOOL @ Q404, ACADEMY FOR CAREERS IN TELEVISION AND FILM, HUNTERS POINT COMMUNITY M.S",3,0,0,0,0,11.2700000,540.0
THE SCHOLARS' ACADEMY,0,0,0,0,0,16.5100000,1183.0
THE SCHOOL OF CREATIVITY AND INNOVATION,0,0,0,0,0,10.4200000,198.0
THE SCIENCE AND MEDICINE MIDDLE SCHOOL,2,0,0,0,0,10.0700000,282.0
"THE SEEALL ACADEMY, PS 231",3,0,0,0,0,12.2200000,905.0
THE STEAM BRIDGE SCHOOL,0,0,0,0,0,13.9500000,293.0
"THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS, THE GLOBAL LEARNING COLLABORATIVE, INNOVATION DIPLOMA P",1,0,0,0,0,10.0000000,310.0
"THE VIDA BOGART SCHOOL FOR ALL CHILDREN, P.S. 595",0,0,0,0,0,5.1100000,470.0
THE WINDSOR TERRACE SCHOOL,3,0,0,0,0,14.7500000,413.0
THE WOODSIDE COMMUNITY SCHOOL,6,0,0,0,0,13.4200000,492.0
"THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL, QUEENS TRANSITION CENTER",2,0,0,0,0,16.9300000,2215.0
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,0,0,0,0,0,10.0500000,479.0
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,0,0,0,0,0,12.5500000,172.0
"TOMPKINS SQUARE MIDDLE SCHOOL, EDUCATIONAL ALLIANCE HEADSTART @ PS 64, EARTH SCHOOL, P.S. 64 ROBERT",0,0,0,0,0,16.3500000,323.0
"TOWNSEND HARRIS HIGH SCHOOL, P.S. Q255",0,0,0,0,0,14.6100000,1322.0
"UNCOMMON CHARTER HIGH SCHOOL, ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL",0,0,0,0,0,13.3200000,1339.0
"URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS, URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS, SUCCESS AC",0,0,0,0,0,5.1500000,73.0
"URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART, SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLO",0,0,0,0,0,13.3300000,505.0
URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,0,0,0,0,0,12.1700000,499.0
"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,, MANHATTAN BRIDGES HIGH SCHOOL, FACING HISTORY SCH",0,0,0,0,0,12.6600000,451.0
"VOYAGES PREP SOUTH QUEENS, NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE IV, AUGUST",0,0,0,0,0,10.2700000,223.0
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL ANNEX,2,0,0,0,0,12.4100000,964.0
"WATERSIDE CHILDREN'S STUDIO SCHOOL, WATERSIDE SCHOOL FOR LEADERSHIP",2,0,0,0,0,11.3400000,444.0
"WEST BRONX ACADEMY FOR THE FUTURE, KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO, BELMONT PREPA",0,0,0,0,0,10.8800000,638.0
WEST BROOKLYN COMMUNITY HIGH SCHOOL,0,0,0,0,0,8.0800000,161.0
WEST END SECONDARY SCHOOL,0,0,0,0,0,12.2300000,703.0
WILLIAM CULLEN BRYANT HIGH SCHOOL,3,0,0,0,0,13.0600000,1971.0
"WILLIAMSBURG PREPARATORY SCHOOL, BROOKLYN PREPARATORY HIGH SCHOOL, WILLIAMSBURG HIGH SCHOOL FOR ARCH",1,0,0,0,0,14.2300000,555.0
WINGS ACADEMY,1,0,0,0,0,9.3300000,257.0
YORKVILLE COMMUNITY SCHOOL,1,0,0,0,0,12.9300000,349.0
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",3,0,0,0,0,11.9800000,569.0
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",2,0,0,0,0,14.8100000,556.0
"DEMOCRACY PREP ENDURANCE CHARTER (MIDDLE) SCHOOL, PS 154 HARRIET TUBMAN",0,0,0,0,0,8.6700000,204.0
"EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL, LYFE PROGRAM @ EDWARD A REYNOLDS WE, P2G AT WESTSIDE",1,0,0,0,0,7.4000000,185.0
"EDWARD R MURROW HIGH SCHOOL, PATHWAYS TO GRADUATION @ EDWARD R MURROW HIGH SCHOOL, PS K811 CONNI",0,0,0,0,0,15.6700000,3639.0
"IS 034 TOTTENVILLE, SOUTH RICHMOND HIGH SCHOOL IS/PS 25",0,0,0,0,0,5.1300000,548.0
"IS 093 RIDGEWOOD, ROBERT E PEARY SCHOOL",0,0,0,0,0,5.7700000,572.0
"IS 211 JOHN WILSON, LEADERSHIP PREP CANARSIE CHARTER SCH",2,0,0,0,0,7.9200000,190.0
"IS 227 LOUIS ARMSTRONG, PS Q811",2,0,0,0,0,16.0800000,1528.0
IS 230,3,0,0,0,0,12.9500000,1010.0
"IS 281 JOSEPH B CAVALLARO, PS K811 CONNIE LEKAS SCHOOL",3,0,0,0,0,12.9500000,1164.0
"IS 303 HERBERT S EISENBERG, P771K @ IS 303 HERBERT S EISENBERG, RACHEL CARSON SCHOOL FOR COASTAL",0,0,0,0,0,12.2700000,383.0
IS 340,1,0,0,0,0,8.5800000,150.0
"IS 347 SCHOOL OF HUMANITIES, IS 349 MATH, SCIENCE & TECH",1,0,0,0,0,8.1500000,244.0
"JHS 080 THE MOSHOLU PARKWAY, PS/MS 280 MOSHOLU PARKWAY",2,0,0,0,0,10.8200000,699.0
JHS 062 DITMAS,3,0,0,0,0,12.8300000,900.0
"JHS 143 ELEANOR ROOSEVELT, WASHINGTON HEIGHTS EXPEDITIONARY LEA",2,0,0,0,0,9.1000000,193.0
"JHS 190 RUSSELL SAGE, PS Q177",1,0,0,0,0,13.8700000,1012.0
"JHS 202 ROBERT H GODDARD, ROBERT H GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY",0,0,0,0,0,13.9800000,882.0
"JHS 292 MARGARET S DOUGLAS, ACHIEVEMENT FIRST APOLLO MIDDLE CHARTER SCHOOL, ACHIEVEMENT FIRST EA",1,0,0,0,0,8.4300000,351.0
JHS 98,0,0,0,0,0,7.7900000,109.0
"LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES, PS K053 @ KINGSBORO HS",3,0,0,0,0,17.7300000,972.0
"MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS, SUCCESS ACAD CHARTER SCH-HARLEM 3, RENAISSANCE",3,0,0,0,0,13.3800000,185.0
"NYC LAB SCHOOL FOR COLLABORATIVE STUDIES, NYC MUSEUM SCHOOL, NEW YORK CITY LAB MIDDLE SCHOOL F",0,0,0,0,0,13.7000000,484.0
PS / IS 54,0,0,0,0,0,15.6300000,364.0
PS 001 THE BERGEN,0,0,0,0,0,10.9100000,754.0
PS 006 LILLIE D BLAKE,3,0,0,0,0,17.8800000,587.0
PS 007 SAMUEL STERN,0,0,0,0,0,10.2500000,314.0
"PS 009 @ P209Q, PS 209 CLEARVIEW GARDENS",0,0,0,0,0,13.3600000,187.0
"PS 009 SARAH ANDERSON, MS 243 CENTER SCHOOL",0,0,0,0,0,15.5600000,252.0
PS 024,0,0,0,0,0,9.6800000,530.0
"PS 033 CHELSEA PREP, PS 138",3,0,0,0,0,5.4400000,685.0
"PS 033 CHELSEA PREP, PS 138",3,0,0,0,0,10.1500000,414.0
"PS 040 AUGUSTUS SAINT-GAUDENS, MS 255 SALK SCHOOL OF SCIENCE",1,0,0,0,0,14.3700000,364.0
